input_text,output_line1,output_line2
3-82-P-001A MOTOR WINDING TEMP(1 PHASE),82P001A MOTR,W TEMP(1 PH)
3-82-P-001B MOTOR WINDING TEMP(1 PHASE),82P001B MOTR,W TEMP(1 PH)
3-82-P-001A MOTOR WINDING TEMP(2 PHASE),82P001A MOTR,W TEMP(2 PH)
3-82-P-001B MOTOR WINDING TEMP(2 PHASE),82P001B MOTR,W TEMP(2 PH)
3-82-P-001A MOTOR WINDING TEMP(3 PHASE),82P001A MOTR,W TEMP(3 PH)
3-82-P-001B MOTOR WINDING TEMP(3 PHASE),82P001B MOTR,W TEMP(3 PH)
BFW FROM DISTRIBUTION HEADER,BFW FROM,DISTR HEADER
COOLING WATER TO COOLING WATER RETURN HEADER,COOL WATER->,HEADER
air inlet heater Control,AIR INLET HTR,CONTROL
1°stage outlet temperature measure,1ST STAGE,OUT TEMP
1° cooler outlet temperature measure,1ST COOL,OUT TEMP
2°stage outlet temperature measure,2ST STAGE,OUT TEMP
2° cooler outlet temperature measure,2ND COOLER,OUT TEMP
Oil circuit temperature,OIL CIRCUIT,TEMPERATURE
Dryer column inlet temperature,DRYER COLUM,IN TEMPERAT
Heater outlet temperature,HEATER OUT,TEMPERATURE
blower temperature,BLOWER,TEMPERATURE
OILY & CONTAMINATED SEWER TO BASIN 3-103-BS-87,OILY SEWER->,BASIN
3-88-P-001A MOTOR BEARING TEMP,88P001A MOTR,BR TEMP
3-88-P-001B PUMP BEARING TEMP,88P001B PMP,BEAR TEMP
3-88-P-001C PUMP BEARING TEMP,88P001C PMP,BEAR TEMP
3-88-P-001B MOTOR BEARING TEMP,88P001B MOTR,BR TEMP
3-88-P-001C MOTOR BEARING TEMP,88P001C MOTR,BR TEMP
3-88-P-001A MOTOR WINDING TEMP,88P001A MOTR,WIND TEMP
3-88-P-001B MOTOR WINDING TEMP,88P001B MOTR,WIND TEMP
3-88-P-001C MOTOR WINDING TEMP,88P001C MOTR,WIND TEMP
TO COOLING WATER SIDE STREAM FILTER 3-88-FT-001,3-88-FT-001,COL WTR FLT
OIL TEMPERATURE OF GEARBOX CT FAN A,OIL TMP GBOX,CT FAN A
OIL TEMPERATURE OF GEARBOX CT FAN B,OIL TMP GBOX,CT FAN B
OIL TEMPERATURE OF GEARBOX CT FAN C,OIL TMP GBOX,CT FAN C
OIL TEMPERATURE OF GEARBOX CT FAN D,OIL TMP GBOX,CT FAN D
OIL TEMPERATURE OF GEARBOX CT FAN E,OIL TMP GBOX,CT FAN E
OIL TEMPERATURE OF GEARBOX CT FAN F,OIL TMP GBOX,CT FAN F
DEMI WATER FOR NAOH DILUTION,STM FOR DEMI,WATER HEAT
3-90-TK-103 TEMPERATURE,3-90-TK-103,TEMPERATURE
DE BEARING TEMP. 3-88-KM-101 A,3-88-KM-101A,DE BEAR TEMP
DE BEARING TEMP. 3-88-KM-101 B,3-88-KM-101B,DE BEAR TEMP
DE BEARING TEMP. 3-88-KM-101 C,3-88-KM-101C,DE BEAR TEMP
DE BEARING TEMP. 3-88-KM-101 D,3-88-KM-101D,DE BEAR TEMP
DE BEARING TEMP. 3-88-KM-101 E,3-88-KM-101E,DE BEAR TEMP
DE BEARING TEMP. 3-88-KM-101 F,3-88-KM-101F,DE BEAR TEMP
NDE BEARING TEMP. 3-88-K-101 A,3-88-K-101A,NDE BEAR TMP
NDE BEARING TEMP. 3-88-K-101 B,3-88-K-101B,NDE BEAR TMP
NDE BEARING TEMP. 3-88-K-101 C,3-88-K-101C,NDE BEAR TMP
NDE BEARING TEMP. 3-88-K-101 D,3-88-K-101D,NDE BEAR TMP
NDE BEARING TEMP. 3-88-K-101 E,3-88-K-101E,NDE BEAR TMP
NDE BEARING TEMP. 3-88-K-101 F,3-88-K-101F,NDE BEAR TMP
Temperature element Natural Gas,NAT GAS,TEMP
3-82-P-001A MOTOR WINDING TEMP SPARE(1 PHASE),82P001A MOTR,W TEMP(1 PH)
3-82-P-001B MOTOR WINDING TEMP SPARE(1 PHASE),82P001B MOTR,W TEMP(1 PH)
3-82-P-001A MOTOR WINDING TEMP SPARE(2 PHASE),82P001A MOTR,W TEMP(2 PH)
3-82-P-001B MOTOR WINDING TEMP SPARE(2 PHASE),82P001B MOTR,W TEMP(2 PH)
3-82-P-001A MOTOR WINDING TEMP SPARE(3 PHASE),82P001A MOTR,W TEMP(3 PH)
3-82-P-001B MOTOR WINDING TEMP SPARE(3 PHASE),82P001B MOTR,W TEMP(3 PH)
3-82-P-001A PUMP BARREL CASING TEMP,3-82-P-001A,BARREL CASING
3-82-P-001B PUMP BARREL CASING TEMP,3-82-P-001B,BARREL CASING
From FD Fan 3-82-K-101,3-82-K-101,FD FAN
FD FAN 3-82-K-101 BEARINGS,3-82-K-101,BEARINGS FAN
FD FAN 3-82-K-102 BEARINGS,3-82-K-102,BEARINGS FAN
LET DOWN TEMPERATURE DOWNSTREAM,LET DOWN,TEMP
TURBINE INLET STEAM TEMPERATURE,TURBINE IN,STEAM TEMP
Temperature measure on motor Sbe,MOTOR SBE,TEMPERATURE
Temperature measure on motor Mbe,MOTOR MBE,TEMPERATURE
Temperature measure on motor 3ph,MOTOR 3PH,TEMPERATURE
Temperature measure on motor 2ph,MOTOR 2PH,TEMPERATURE
Temperature measure on motor 1ph,MOTOR 1PH,TEMPERATURE
WINDING U TEMP. 3-88-K-101 A,3-88-K-001A,WIND U TEMP
WINDING U TEMP. 3-88-K-101 B,3-88-K-001B,WIND U TEMP
WINDING U TEMP. 3-88-K-101 C,3-88-K-001C,WIND U TEMP
WINDING U TEMP. 3-88-K-101 D,3-88-K-001D,WIND U TEMP
WINDING U TEMP. 3-88-K-101 E,3-88-K-001E,WIND U TEMP
WINDING U TEMP. 3-88-K-101 F,3-88-K-001F,WIND U TEMP
WINDING V TEMP. 3-88-K-101 A,3-88-K-001A,WIND V TEMP
WINDING V TEMP. 3-88-K-101 B,3-88-K-001B,WIND V TEMP
WINDING V TEMP. 3-88-K-101 C,3-88-K-001C,WIND V TEMP
WINDING V TEMP. 3-88-K-101 D,3-88-K-001D,WIND V TEMP
WINDING V TEMP. 3-88-K-101 E,3-88-K-001E,WIND V TEMP
WINDING V TEMP. 3-88-K-101 F,3-88-K-001F,WIND V TEMP
WINDING W TEMP.  3-88-K-101 A,3-88-K-001A,WIND W TEMP
WINDING W TEMP.  3-88-K-101 B,3-88-K-001B,WIND W TEMP
WINDING W TEMP.  3-88-K-101 C,3-88-K-001C,WIND W TEMP
WINDING W TEMP.  3-88-K-101 D,3-88-K-001D,WIND W TEMP
WINDING W TEMP.  3-88-K-101 E,3-88-K-001E,WIND W TEMP
WINDING W TEMP.  3-88-K-101 F,3-88-K-001F,WIND W TEMP
3-91-P-001A MOTOR BEARING TEMP(DE),91P001A,BR TEMP(DE)
3-91-P-001B MOTOR BEARING TEMP(DE),91P001B,BR TEMP(DE)
3-91-P-001A MOTOR BEARING TEMP(NDE),91P001A,BR TEMP(NDE)
3-91-P-001B MOTOR BEARING TEMP(NDE),91P001B,BR TEMP(NDE)
3-93-P-001A MOTOR BEARING TEMP(DE),93P001A,BR TEMP(DE)
3-93-P-001B MOTOR BEARING TEMP(DE),93P001B,BR TEMP(DE)
3-93-P-001A MOTOR BEARING TEMP(NDE),93P001A,BR TEMP(NDE)
3-93-P-001B MOTOR BEARING TEMP(NDE),93P001B,BR TEMP(NDE)
Natural Gas Electric Heater 3-80-H-101,3-80-H-101,NG ELEC HTR
UTILITIES DE-AERATOR (TOWER) 3-82-DE-001,3-82-DE-002,DE-AER TWR
DEAERATOR OVERFLOW PIT 3-82-BS-001,3-82-BS-001,DE-AER PIT
LUBE OIL SYSTEM TEMPERATURE,LUBE OIL,TEMPERATURE
DOWNSTREAM COOLER LUBE OIL TEMPERATURE,DOWNST COOL,TEMPERATURE
STEAM GLAND SUPPLY TEMPERATURE,STEAM GLAD,TEMPERATURE
SATURATION TEMPERATURE,SATURATION,TEMPERATURE
TURBINE OUTLET NOZZLE TEMPERATURE,TURB OUT NOZ,TEMPERATURE
CONTROLLED EXTRACTION TEMPERATURE,CTRL EXTRAC,TEMPERATURE
TURBINE CHEST TEMP. (AFTER CONTROL VALVE),TURB CHEST,TEMPERATURE
TURBINE CHEST TEMP. (BEFORE CONTROL VALVE),TURB CHEST,TEMPERATURE
TURBINE D.E. JOURNAL BEARING TEMPERATURE,TURBINE,DE BEAR
TURBINE REVERSE THRUST TEMPERATURE,TURBINE,REV THUST
TURBINE MAIN THRUST TEMPERATURE,TURBINE,MAIN THUST
TURBINE N.D.E. JOURNAL BEARING TEMPERATURE,TURBINE,NDE BEAR
GEAR D.E. HS JOURNAL BEARING TEMPERATURE,GEAR,HS BEAR
GEAR N.D.E. LS JOURNAL BEARING TEMPERATURE,GEAR,NDE BEAR
GEAR D.E. LS JOURNAL BEARING TEMPERATURE,GEAR,DE LS BEAR
GEAR N.D.E. HS JOURNAL BEARING TEMPERATURE,GEAR,NDE HS BEAR
GENERATOR D.E. JOURNAL BEARING TEMPERATURE,GENERATOR,DE BEAR
GENERATOR WINDING (PHASE U1),GENERATOR,WIND U1
GENERATOR WINDING (PHASE V1),GENERATOR,WIND V1
GENERATOR WINDING (PHASE W1),GENERATOR,WIND W1
COOLING AIR OUTLET TEMPERATURE,COOL AIR,OUTLET
COOLING AIR INLET TEMPERATURE N.D.E.,COOL AIR,INLET DE
COOLING AIR INLET TEMPERATURE D.E.,COOL AIR,INLET NDE
GENERATOR N.D.E. JOURNAL BEARING TEMPERATURE,GENERATOR,NDE BEAR
GEAR THRUST BEARING TEMPERATURE,GEAR THUST,BEARING
CAUSTIC STORAGE TANK 3-96-TK-003,3-96-TK-003,NAOH TANK
FLARE KO DRUM TEMPERATURE,3-973-D,NH3 HOLD UP
3-90-V-101A TRV,3-90-V-101A,TRV
3-90-V-101B TRV,3-90-V-101B,TRV
3-90-V-101C TRV,3-90-V-101C,TRV
3-90-V-101D TRV,3-90-V-101D,TRV
3-90-V-102A TRV,3-90-V-102A,TRV
3-90-V-102B TRV,3-90-V-102B,TRV
3-90-V-102C TRV,3-90-V-102C,TRV
3-90-V-102D TRV,3-90-V-102D,TRV
3-90-V-103A TRV,3-90-V-103A,TRV
3-90-V-103B TRV,3-90-V-103B,TRV
3-90-V-103C TRV,3-90-V-103C,TRV
3-90-V-103D TRV,3-90-V-103D,TRV
3-90-E-101  OUTLET TRV,3-90-E-101,OUTLET TRV
3-80-E-102 HEATER TEMP,3-80-E-102,HEATER OUT
3-80-E-101 HEATER OUTLET,3-80-E-101,HEATER OUT
3-80-V-101 OUTLET TEMP,3-80-V-101,TEMP OUT
TEMPERATURE FEED WATER,TEMPERATURE,FEED WATER
TEMPERATURE FEED WATER FROM ECONOMIZER,TEMP FEED,WTR ECNOMIZR
TEMPERATURE FEED WATER TO SUPERHEATER,FEED WATER->,SUPERHEAT
STEAM TEMPERATURE,STEAM,TEMPERATURE
TEMPERATURE DUCT,TEMPERATURE,DUCT
TEMPERATURE STACK,TEMPERATURE,STACK
TEMPERATURE FORZED AIR,TEMPERATURE,FORZED AIR
TEMPERATURE BOILER,TEMPERATURE,BOILER
LP STEAM AFTER 3-82-Z-001 DESUPERHEATER,BFW FROM,DISTR HEADER
COOLING WATER RETURN FROM STG PACKAGE 3-83-PU-001,COOL WATER->,HEADER
CPI TREATMENT BASIN AMMONIA AREA 3-87-BS-104,3-87-104-BS,NH3 AREA
NEUTRALIZED WASTE WATER TO EFFLUENT BASIN,COOL WATER,RETURN HDR
BOILER FEED WATER FROM PUMPS 3-82-P-001 A/B,BFW FROM,DISTR HEADER
STEAM FOR DEMI WATER HEATING,STM FOR DEMI,WATER HEAT
DE-AERATOR OVERFLOW PIT 3-82-BS-001,3-82-BS-001,DE-AER PIT
TEMPERATURE OF  BLOWDOWN DRUM 3-002-V,BLOWDWN DRUM,TEMPERATURE
TEMPERATURE OF  RAINWATER RECEIVING DRUM 3-93-TK-001,3-93-TK-001,TEMPERATURE
SERVICE WATER TANK TEMP. 3-93-TK-002,3-93-TK-002,TEMP
LET DOWN WATER TEMP. CONTROL VALVE POSITION,LET DOWN,VLV POSITION
3-82-P-001A PUMP VIBRATION(NDE),82P001A PMP,VIBR (NDE)
3-82-P-001B PUMP VIBRATION(NDE),82P001B PMP,VIBR (NDE)
3-82-P-001A PUMP VIBRATION(DE),82P001A PMP,VIBR (DE)
3-82-P-001B PUMP VIBRATION(DE),82P001B PMP,VIBR (DE)
3-82-P-001A MOTOR VIBRATION(NDE),82P001A MOTR,VIBR (NDE)
3-82-P-001B MOTOR VIBRATION(NDE),82P001B MOTR,VIBR (NDE)
3-82-P-001A MOTOR VIBRATION(DE),82P001A MOTR,VIBR (DE)
3-82-P-001B MOTOR VIBRATION(DE),82P001B MOTR,VIBR (DE)
Compressor 1°stage vibration,COMP 1 STG,VIBRATION
Main Motor vibration,MAIN MOTOR,VIBRATION
3-88-P-001A Pump service,3-88-P-001A,MONITORING
3-88-P-001B Pump service,3-88-P-001B,MONITORING
3-88-P-001C Pump service,3-88-P-001C,MONITORING
GEAR H.S. ACCELEROMETER (g),GEAR HS,ACCELLER
GEAR L.S. ACCELEROMETER INSTRUMENT FAILURE (in/s),GEAR LS,ACCELLER
TURBINE D.E. JOURNAL BEARING VIBRATION (X AXIS),TURBINE,X AXIS
TURBINE N.D.E. JOURNAL BEARING VIBRATION (X AXIS),TURBINE,X AXIS
GEAR D.E. HS JOURNAL BEARING VIBRATION (X AXIS),GENER DE HS,X AXIS
GEAR N.D.E. HS JOURNAL BEARING VIBRATION (X AXIS),GENER NDE HS,X AXIS
GENERATOR D.E. JOURNAL BEARING VIBRATION (X AXIS),GENER DE HS,X AXIS
GENERATOR N.D.E. JOURNAL BEARING VIBRATION (X AXIS),GENER NDE HS,X AXIS
GEAR N.D.E. LS JOURNAL BEARING VIBRATION (X AXIS),GEAR NDE LS,X AXIS
GEAR D.E. LS JOURNAL BEARING VIBRATION (X AXIS),GEAR DE LS,X AXIS
TURBINE D.E. JOURNAL BEARING VIBRATION (Y AXIS),TURBINE,Y AXIS
TURBINE N.D.E. JOURNAL BEARING VIBRATION (Y AXIS),TURBINE,Y AXIS
GEAR D.E. HS JOURNAL BEARING VIBRATION (Y AXIS),GENER DE HS,Y AXIS
GEAR N.D.E. HS JOURNAL BEARING VIBRATION (Y AXIS),GENER NDE HS,Y AXIS
GENERATOR D.E. JOURNAL BEARING VIBRATION (Y AXIS),GENER DE HS,Y AXIS
GENERATOR N.D.E. JOURNAL BEARING VIBRATION (Y AXIS),GENER NDE HS,Y AXIS
GEAR N.D.E. LS JOURNAL BEARING VIBRATION (Y AXIS),GEAR NDE LS,Y AXIS
HORN UTILITIES,HORN,UTILITIES
24 VDC PS FAULT #1,POWER,FAULT
24 VDC PS FAULT #2,POWER,FAULT
PILOT 1/2/3/4,PILOT,1/2/3/4
BURN BACK ALARM,BURN BACK,ALARM
RE-IGNITION FAIL,RE-IGNITION,FAIL
"(1=HMI SELECTED ,LOCAL)",LOC/REMOT,SELECTOR
2ND WARM UP TIME EXPIRED,2ND WARM UP,TIME EXPIRED
1ST OVERSPEED MODULE RESET COMMAND,1ST OVERSPEED,RESET
1ST OVERSPEED MODULE ACTIVATION COMMAND,1ST OVERSPEED,ACTIVATION
2ND OVERSPEED MODULE RESET COMMAND,2ND OVERSPEED,RESET
2ND OVERSPEED MODULE ACTIVATION COMMAND,2ND OVERSPEED,ACTIVATION
TURBINE TRIP STATUS TO ESD,TURBINE->ESD,STATUS
RE-IGNITION FAILURE,PILOTS AUTO/,MANUAL
3-90-H-103 NAOH HEATER ON,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN RUNNING,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN RUNNING,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN RUNNING,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN RUNNING,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER RUNNING,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER RUNNING,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP RUNNING,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP RUNNING,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP RUNNING,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP RUNNING,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP RUNNING,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP RUNNING,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP RUNNING,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP RUNNING,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP RUNNING,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP RUNNING,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP RUNNING,3-90-P-107B,PUMP TRIP
POWER FAILURE,POWER,FAILURE
3-90-H-103 NAOH HEATER AVAILABLE,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN AVAILABLE,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN AVAILABLE,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN AVAILABLE,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN AVAILABLE,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER AVAILABLE,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER AVAILABLE,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP AVAILABLE,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP AVAILABLE,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP AVAILABLE,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP AVAILABLE,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP AVAILABLE,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP AVAILABLE,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP AVAILABLE,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP AVAILABLE,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP AVAILABLE,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP AVAILABLE,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP AVAILABLE,3-90-P-107B,PUMP TRIP
3-90-H-103 NAOH HEATER LCS REM,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN LCS REM,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN LCS REM,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN LCS REM,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN LCS REM,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER LCS REM,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER LCS REM,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP LCS REM,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP LCS REM,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP LCS REM,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP LCS REM,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP LCS REM,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP LCS REM,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP LCS REM,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP LCS REM,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP LCS REM,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP LCS REM,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP LCS REM,3-90-P-107B,PUMP TRIP
3-82-P-001A VIBRATION TRIP,3-82P-001A,VIB TRIP
3-82-P-001B VIBRATION TRIP,3-82P-001B,VIB TRIP
3-82-P-001A TEMPERATURE TRIP,3-82P-001A,TEMP TRIP
3-82-P-001B TEMPERATURE TRIP,3-82P-001B,TEMP TRIP
TRIP OF FD-FAN 3-82-K101,TRIP OF FAN,3-82-K101
3-82-K-102 Temperature Trip,TRIP OF FAN,3-82-K101
3-82-K-102 VibrationTrip,TRIP OF FAN,3-82-K102
ESD INTERLOCK 3-I-8210 TRIP,ESD INTERLOCK,3-I-8210 TRIP
ESD INTERLOCK 3-I-8210A TRIP,ESD INTERLOCK,3-I-8210A TRIP
ESD INTERLOCK 3-I-8210B TRIP,ESD INTERLOCK,3-I-8210B TRIP
ESD INTERLOCK 3-I-8211 TRIP,ESD INTERLOCK,3-I-8211 TRIP
ESD INTERLOCK 3-I-8231 TRIP,ESD INTERLOCK,3-I-8231 TRIP
ESD INTERLOCK 3-I-8321 TRIP,XCHG ESD->,DCS
FD FAN MOTOR PUMP 3-82-KM-102,3-82-KM-102,MOTOR FAN
TURBINE EMERGENCY SHUT DOWN,TURB SHUTDOW,EMERGENCY
EMERGENCY SHUT-DOWN OF COMPRESSOR A,SHUTDOWN,COMPRESS A
EMERGENCY SHUT-DOWN OF COMPRESSOR B,SHUTDOWN,COMPRESS B
TRIP OF STANDBY COMPRESSOR,TRIP STANDBY,COMPRESSOR
3-88-P-001A TEMPERATURE TRIP,3-88P-001A,TEMP TRIP
3-88-P-001B TEMPERATURE TRIP,3-88P-001B,TEMP TRIP
3-88-P-001C TEMPERATURE TRIP,3-88P-001C T,EMP TRIP
3-88-P-001A VIBRATION TRIP,3-88-P-001A,VIB TRIP
3-88-P-001B VIBRATION TRIP,3-88P-001B,VIB TRIP
3-88-P-001C VIBRATION TRIP,3-88-P-001C,VIB TRIP
3-88-K-101A VIBRATION TRIP,3-88-K-101A,VIB TRIP
3-88-K-101B VIBRATION TRIP,3-88-K-101B,VIB TRIP
3-88-K-101C VIBRATION TRIP,3-88-K-101C,VIB TRIP
3-88-K-101D VIBRATION TRIP,3-88-K-101D,VIB TRIP
3-88-K-101E VIBRATION TRIP,3-88-K-101E,VIB TRIP
3-88-K-101F VIBRATION TRIP,3-88-K-101F,VIB TRIP
3-88-K-101A TEMPERATURE TRIP,3-88-K-101A,TEMP TRIP
3-88-K-101B TEMPERATURE TRIP,3-88-K-101B,TEMP TRIP
3-88-K-101C TEMPERATURE TRIP,3-88-K-101C,TEMP TRIP
3-88-K-101D TEMPERATURE TRIP,3-88K-101D,TEMP TRIP
3-88-K-101E TEMPERATURE TRIP,3-88K-101E,TEMP TRIP
3-88-K-101F TEMPERATURE TRIP,3-88-K-101F,TEMP TRIP
3-91-P-001A TEMPERATURE TRIP,3-91-P-001A,TEMP TRIP
3-91-P-001B TEMPERATURE TRIP,3-91-P-001B,TEMP TRIP
3-93-P-001A TEMPERATURE TRIP,3-91-P-001A,TEMP TRIP
3-93-P-001B TEMPERATURE TRIP,3-91-P-001B,TEMP TRIP
PILOTS AUTO/MANUAL,PILOTS AUTO/,MANUAL
3-CP-MMS-01 FAN/TEMP ALARM,3-CP-MMS-01,FAN/TEMP ALA
3-CP-MMS-01 POWER SUPPLY FAILURE,3-CP-MMS-01,POWER FAIL
3-CP-MMS-02 FAN/TEMP ALARM,3-CP-MMS-02,FAN/TEMP ALA
3-CP-MMS-02 POWER SUPPLY FAILURE,3-CP-MMS-02,POWER FAIL
3-CP-MMS-03 FAN/TEMP ALARM,3-CP-MMS-03,FAN/TEMP ALA
3-CP-MMS-03 POWER SUPPLY FAILURE,3-CP-MMS-03,POWER FAIL
Power Fail MC DCS 005,POWER FAIL,MC DCS 005
Power Fail MC DCS 006,POWER FAIL,MC DCS 006
Power Fail MC DCS 007,POWER FAIL,MC DCS 007
Power Fail MC DCS 008,POWER FAIL,MC DCS 008
Power Fail MC DCS 010,POWER FAIL,MC DCS 010
Power Fail MC DCS 011,POWER FAIL,MC DCS 011
Power Fail MC DCS 012,POWER FAIL,MC DCS 012
Power Fail MC DCS 013,POWER FAIL,MC DCS 013
3-90-H-103 NAOH HEATER REMOTE,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN REMOTE,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN REMOTE,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN REMOTE,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN REMOTE,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER REMOTE,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER REMOTE,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP REMOTE,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP REMOTE,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP REMOTE,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP REMOTE,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP REMOTE,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP REMOTE,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP REMOTE,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP REMOTE,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP REMOTE,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP REMOTE,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP REMOTE,3-90-P-107B,PUMP TRIP
3-90-P-103A ANION EXCH. FEED PUMP TRIP,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP TRIP,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP TRIP,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP TRIP,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP TRIP,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP TRIP,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP TRIP,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP TRIP,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP TRIP,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP TRIP,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP TRIP,3-90-P-107B,PUMP TRIP
Temp Alarm MC DCS 005,TEMP ALARM,MC DCS 005
Temp Alarm MC DCS 006,TEMP ALARM,MC DCS 006
Temp Alarm MC DCS 007,TEMP ALARM,MC DCS 007
Temp Alarm MC DCS 008,TEMP ALARM,MC DCS 008
Temp Alarm MC DCS 009,TEMP ALARM,MC DCS 009
Temp Alarm MC DCS 010,TEMP ALARM,MC DCS 010
Temp Alarm MC DCS 011,TEMP ALARM,MC DCS 011
Temp Alarm MC DCS 012,TEMP ALARM,MC DCS 012
Temp Alarm MC DCS 013,TEMP ALARM,MC DCS 013
To FGR FAN 3-82-K-102 DAMPER,3-82-K-102,FD FAN
SERVICE WATER TO LLP CONDENSATE FLASH DRUM,LVL LP COND,FLSH 3-004-V
dryers inlet on-off valve,DRYERS IN,ONOFF VLV
